Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101065,Ricoh UK Limited,1288.76
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101195,Academics Limited,546.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101195,Dwr Cymru Cyf,2100.49
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101233,Colorfoto Limited,2004.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101233,Dwr Cymru Cyf,4880.21
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101233,Teachers2Parents Limited,607.60
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,102593,Welsh Dance Theatre Trust Limited,1147.50
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25-Oct-2018,103094,Academics Limited,535.28
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,104381,Imperial War Museum Trading Company Limited,1475.00
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,25-Oct-2018,140117,Partnerships In Care Limited T/A Care First,726.11
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,215489,Cartrefi Cymru Co-Operative Limited,2736.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,301062,Biffa Waste Services Limited,573.03
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,301062,Biffa Waste Services Limited,1837.21
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303900,Eden Landscapes Limited,549.65
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303900,Eden Landscapes Limited,614.99
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303900,M Thomas Water Services Limited,1180.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303900,SCN Properties Limited,570.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303900,WWS 1987 Limited T/A Welsh Window Systems,830.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303900,WWS 1987 Limited T/A Welsh Window Systems,780.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303901,Go Access Limited,1399.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303910,SMK Building & Maintenance Limited,7205.89
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303910,SMK Building & Maintenance Limited,10550.68
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303910,SMK Building & Maintenance Limited,8081.24
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303931,G.P.H.I.T (Integrated Services) Limited,2375.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303931,G.P.H.I.T (Integrated Services) Limited,1880.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303931,G.P.H.I.T (Integrated Services) Limited,3200.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303931,G.P.H.I.T (Integrated Services) Limited,1100.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303950,Cardiff Lift Company Limited,520.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,304103,SMK Building & Maintenance Limited,2135.79
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,304103,SMK Building & Maintenance Limited,2625.09
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,304103,SMK Building & Maintenance Limited,1987.73
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,304103,WWS 1987 Limited T/A Welsh Window Systems,740.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,305710,SMK Building & Maintenance Limited,7698.09
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,305718,Acoustic Ceilings Limited,1371.21
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,305732,Custom Steel Design Limited,2760.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,305747,G.P.H.I.T (Integrated Services) Limited,635.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,305781,G.P.H.I.T (Integrated Services) Limited,3480.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,305782,G.P.H.I.T (Integrated Services) Limited,775.00
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,25-Oct-2018,319010,Fleetwheel Limited,505.00
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,25-Oct-2018,319010,Fleetwheel Limited,860.55
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,25-Oct-2018,319010,Fleetwheel Limited,657.22
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,25-Oct-2018,319010,Innovative Safety Systems Limited,698.00
DIRECT ENVIRONMENT AND HOUSING,VEHICLES,25-Oct-2018,319010,Mitchell Diesel Limited,982.97
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,25-Oct-2018,323680,Facelift (GB) Limited,800.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,25-Oct-2018,359410,Boverton Nurseries Limited,4099.98
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,25-Oct-2018,365784,Cycle Training Wales Limited,1000.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,25-Oct-2018,400050,Glamorgan Gem Limited,546.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,25-Oct-2018,400050,Glamorgan Gem Limited,858.00
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,25-Oct-2018,400050,Glamorgan Gem Limited,810.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,25-Oct-2018,403102,Institute of Licensing Events Limited,1979.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,25-Oct-2018,403135,Institute of Licensing Events Limited,3186.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,25-Oct-2018,403206,Bond Solon Training Limited,684.60
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,25-Oct-2018,403330,Institute of Licensing Events Limited,840.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,25-Oct-2018,407100,Northgate Public Services (UK) Limited,5260.82
DIRECT ENVIRONMENT AND HOUSING,HOUSING,25-Oct-2018,409102,SAM Drylining Limited,4338.76
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE POLICY MAKING,25-Oct-2018,460500,Glamorgan Gem Limited,702.00
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE POLICY MAKING,25-Oct-2018,460500,Glamorgan Gem Limited,702.00
DIRECT MANAGING DIRECTOR AND RESOURCES,GF PROPERTY,25-Oct-2018,467402,GVA Grimley Limited,2150.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,AR CAPITAL GROUNDS MAINT,25-Oct-2018,832272,PJL Architect Limited,1101.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,25-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,1004.25
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,25-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,543.93
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,25-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,515.16
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,25-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,572.70
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,25-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,572.70
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,25-Oct-2018,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,2209.89
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,25-Oct-2018,842145,SAM Drylining Limited,1552.00
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,25-Oct-2018,842145,SAM Drylining Limited,1922.10
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303931,Glyn Mcguire & Partners T/A G K The Flooring Specialists,1240.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,305752,Michael Bryl & Ptn T/A CW Facilities Management,2185.61
DIRECT ENVIRONMENT AND HOUSING,HOUSING,25-Oct-2018,407100,Cardiff Met Company Limited,1860.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101195,Millennium Personnel Services (Education) Limited,556.50
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101195,New Directions (Education) Limited,1712.15
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25-Oct-2018,103065,New Directions (Education) Limited,657.50
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,25-Oct-2018,103315,New Directions (Education) Limited,743.05
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,25-Oct-2018,140131,Randstad Solutions Limited,100292.53
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,25-Oct-2018,303931,Building Recruitment Company Limited,554.70
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,25-Oct-2018,405001,James Andrews Recruitment Solutions Limited,721.50
DIRECT ENVIRONMENT AND HOUSING,HOUSING,25-Oct-2018,407102,Building Recruitment Company Limited,630.48
DIRECT ENVIRONMENT AND HOUSING,HOUSING,25-Oct-2018,407106,Building Recruitment Company Limited,775.26
DIRECT ENVIRONMENT AND HOUSING,HOUSING,25-Oct-2018,407106,Building Recruitment Company Limited,623.35
DIRECT ENVIRONMENT AND HOUSING,HOUSING,25-Oct-2018,407106,Building Recruitment Company Limited,770.13
DIRECT ENVIRONMENT AND HOUSING,HOUSING,25-Oct-2018,407106,Building Recruitment Company Limited,744.94
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101025,Daniel John Phelps t/a Phelps Music,500.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,25-Oct-2018,101025,Louise Prosser T/A Afon Community Dance,900.00
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,25-Oct-2018,354727,Nathan Thomas t/a N Thomas Landscapes,7150.00
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,25-Oct-2018,834211,Nathan Thomas t/a N Thomas Landscapes,3200.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,217909,HF Trust Limited,4463.20
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,217909,HF Trust Limited,4463.20
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,25-Oct-2018,217909,HF Trust Limited,4463.20
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101006,Early Years Direct Limited t/a Spectrum Educational,625.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101013,Giglets Limited t/a Giglets Education,1100.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101025,Team Active Ltd,720.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101032,Lockertek Limited,553.10
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101047,eBuyer UK Limited,-1249.75
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101047,eBuyer UK Limited,1249.75
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101055,EDF Energy Plc,552.37
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101075,A & B Coach Travel Limited,850.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101075,One Team Logic Limited,548.25
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101171,Academics Limited,679.85
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101233,EDF Energy Plc,750.56
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101261,Ricoh UK Limited,970.10
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101261,Salvi Music (UK) Ltd,1825.00
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,26-Oct-2018,102636,Empowering Learning Limited,509.70
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,26-Oct-2018,102636,Empowering Learning Limited,509.70
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,26-Oct-2018,102636,Empowering Learning Limited,504.70
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,26-Oct-2018,102636,Empowering Learning Limited,504.70
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,26-Oct-2018,140117,Sanofi Pasteur MSD Limited,1200.00
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,26-Oct-2018,239011,Practice Solutions Limited,2296.43
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,26-Oct-2018,260115,Llamau Limited,9259.75
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,26-Oct-2018,260115,Llamau Limited,9259.75
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,26-Oct-2018,260140,Midway Transitional Solutions Limited,3300.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,26-Oct-2018,260235,Counselling Psychology UK Limited,2900.80
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,26-Oct-2018,305760,Taliesin Conservation Limited,10887.74
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,26-Oct-2018,341180,G.A.E. Smith (Holdings) Limited t/a Casepak,655.60
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,26-Oct-2018,341220,G.A.E. Smith (Holdings) Limited t/a Casepak,66645.24
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,26-Oct-2018,400051,Royal Mail Group Limited,893.83
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,26-Oct-2018,400063,Virgin Media Business Limited,10712.25
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,26-Oct-2018,403221,Allens Printers Limited,677.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,26-Oct-2018,403301,Funeral Services Limited,995.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,26-Oct-2018,403363,Celtic Credit Union Limited,4300.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,26-Oct-2018,403363,Social Publishing Project Limited,4685.00
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,26-Oct-2018,405100,L Mustoe Limited,1222.04
DIRECT ENVIRONMENT AND HOUSING,HOUSING,26-Oct-2018,407100,Interceptor Solutions Limited,4500.00
DIRECT ENVIRONMENT AND HOUSING,HOUSING,26-Oct-2018,407400,Glamorgan Gem Limited,500.00
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,26-Oct-2018,812251,BECT Building Contractors Limited,75139.36
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,102593,Bridgend County Borough Council,750.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,102593,St Cyres Comprehensive School,1358.35
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,102593,St Cyres Comprehensive School,865.69
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,102593,St Cyres Comprehensive School,2155.60
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26-Oct-2018,216181,Cardiff & Vale University Local Health Board,3774.29
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,26-Oct-2018,260040,Cardiff County Council,142438.77
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GENERAL EXPENDITURE POLICY,26-Oct-2018,471900,Rhondda Cynon Taff County Borough Council,1572.34
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101006,Peter Regan & Ptn t/a Sonic Alarm Systems,994.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101233,Brent Davies & Partner t/a Millennium Blinds Wales,1085.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101261,Peter Regan & Ptn t/a Sonic Alarm Systems,2025.00
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,26-Oct-2018,103134,Llinos Jones,968.10
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,26-Oct-2018,403330,Philip Kolvin QC,1375.00
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,26-Oct-2018,405100,Duncan M Evans,2448.00
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,26-Oct-2018,405100,Lyndon Mustoe,1557.75
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101006,Bay Resourcing Limited,881.69
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101006,Bay Resourcing Limited,876.53
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101075,New Directions (Education) Limited,640.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101202,Valley Education Services Limited,768.84
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,102593,Teaching Personnel Limited,508.10
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,102594,BS Project Services Limited,1230.86
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,102594,BS Project Services Limited,1324.59
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,26-Oct-2018,102624,Monarch Education Limited t/a CER,570.00
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,26-Oct-2018,102636,New Directions (Education) Limited,506.80
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,26-Oct-2018,102636,New Directions (Education) Limited,506.80
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,26-Oct-2018,303910,Hays Specialist Recruitment Limited,690.42
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,26-Oct-2018,303910,Hays Specialist Recruitment Limited,690.42
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,26-Oct-2018,303910,Hays Specialist Recruitment Limited,615.68
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,26-Oct-2018,303910,Hays Specialist Recruitment Limited,690.42
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,26-Oct-2018,405001,James Andrews Recruitment Solutions Limited,721.50
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,26-Oct-2018,405001,James Andrews Recruitment Solutions Limited,609.38
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,26-Oct-2018,405305,James Andrews Recruitment Solutions Limited,906.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26-Oct-2018,215489,Consensus Support Services Limited t/a Ty Hendy,-504.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101013,Kevin Payne T/A KP Electrical Services,1020.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101013,Kevin Payne T/A KP Electrical Services,1230.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,26-Oct-2018,101013,Nathan Murton t/a Fundamental Sports,770.00
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,26-Oct-2018,405100,Susan Shepherd t/a KKG Properties,1016.30
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,26-Oct-2018,216181,Sight Cymru,3839.04
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,26-Oct-2018,403363,Afan Tawe Nedd Crime Prevention Panel,3500.00
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,26-Oct-2018,403363,Rhondda Cynon Taff Citizens Advice Bureau,4000.00
DIRECT MANAGING DIRECTOR AND RESOURCES,GF GRANTS,26-Oct-2018,465201,Barry YMCA Hub,16665.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,215489,Hallows Care Limited T/A Hallows Care,690.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,215489,Hallows Care Limited T/A Hallows Care,635.32
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,215489,Hallows Care Limited T/A Hallows Care,618.29
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,215489,Hallows Care Limited T/A Hallows Care,618.77
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,216179,Hallows Care Limited T/A Hallows Care,597.79
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,29-Oct-2018,101030,EDF Energy Plc,548.27
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,29-Oct-2018,101047,SIG Trading Limited t/a CMS Danskin Acoustics,1018.14
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,29-Oct-2018,101141,Impact School Improvement Limited,1190.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,29-Oct-2018,101202,PGL Travel Limited,2400.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,29-Oct-2018,101304,Pentagon Design Limited,1102.50
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,29-Oct-2018,101315,One Team Logic Limited,760.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,29-Oct-2018,102593,Tugbury Electrical Services Limited,2870.00
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,29-Oct-2018,104381,Business Gas Limited / Electricity,3101.47
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,29-Oct-2018,130486,Tourism Quality Services Limited T/A Adventure Activites Licensing Service,715.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,212731,Castell Howell Foods Limited,571.81
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,212731,Castell Howell Foods Limited,535.86
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,215489,Pobl Group Limited T/A Reach Supported Living,797.30
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,216731,CJ Contract Travel Services Limited,570.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,217909,Consensus Support Services Limited t/a Ty Machen,2163.85
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,217909,Everycare (Cardiff) Limited,822.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-Oct-2018,217909,Everycare (Cardiff) Limited,673.32
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,29-Oct-2018,239291,Social Welfare Training Limited,570.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,29-Oct-2018,260060,Foster Care Group Wales Cyf,5828.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,29-Oct-2018,260250,NonStop Recruitment Limited,1332.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,323685,Capita Property and Infrastructure Limited,2119.33
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,325350,Calibre Contracting Limited,1542.75
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,325600,Calibre Contracting Limited,1219.86
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,325790,Calibre Contracting Limited,1223.95
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,325811,Calibre Contracting Limited,1542.75
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,325854,Bus Shelters Limited,3416.21
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,341220,Straight Manufactoring Limited,6499.80
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,341220,Straight Manufactoring Limited,14904.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,29-Oct-2018,341350,Redwood Environmental Services Limited,1204.50
