Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Northcote Developments Limited,518.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Northcote Developments Limited,505.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Northcote Developments Limited,524.03
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Northcote Developments Limited,809.99
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Northcote Developments Limited,515.73
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Oakville Care Limited t/a Romilly Nursing Home,900.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,629.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,556.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,1170.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,666.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Waverley Care Centre Limited,519.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Waverley Care Centre Limited,715.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Waverley Care Centre Limited,540.83
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Waverley Care Centre Limited,605.03
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Waverley Care Centre Limited,675.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Waverley Care Centre Limited,512.53
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Waverley Care Centre Limited,519.40
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Waverley Care Centre Limited,614.77
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,619.08
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,663.26
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,756.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,619.08
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,808.37
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,540.75
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,652.54
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,816.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,695.68
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,619.08
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,584.08
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,667.86
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,215489,Willowmere Home Care Agency Limited,695.68
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Amethyst Healthcare Limited t/a Hillstone House,1816.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Care 4 U (Neath) Limited,1754.28
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Leonard Cheshire Disability,1209.78
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Middlepatch Limited T/A College Fields Nursing Home,639.85
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Middlepatch Limited T/A College Fields Nursing Home,655.45
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Springbank Care Home Limited T/A Springbank Nursing Home,770.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Valebrook Care Homes Limited,1851.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Voyage 1 Limited t/a Brook Lodge,2528.80
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Willowmere Home Care Agency Limited,952.44
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,216179,Willowmere Home Care Agency Limited,2573.76
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Accomplish Group Limited,1821.48
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Accomplish Group Limited,2146.47
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Accomplish Group Limited t/a Cedar House,1582.70
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,1725.34
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,1501.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,500.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,507.15
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Glasallt Fawr Camphill Centre,995.72
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Glasallt Fawr Camphill Centre,1544.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.90
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,The Cedars Care Services Limited T/A Oaklands,1030.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,The Cedars Care Services Limited t/a The Cedars,1576.06
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,The Cedars Care Services Limited t/a The Cedars,1365.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,The Cedars Care Services Limited t/a The Hollies,1864.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Vale Phoenix Limited,1079.73
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Vale Phoenix Limited,1116.94
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Valebrook Care Homes Limited,1654.39
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Valebrook Care Homes Limited,1999.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Valebrook Care Homes Limited,1420.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Valebrook Care Homes Limited,1767.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Valebrook Care Homes Limited,1861.95
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Valebrook Care Homes Limited,1390.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,Adriana Limited T/A The Priory Nursing Home,536.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,Hafod Care Association Limited,635.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,Isman & Kinze Essa T/A Haven House,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,J and P Residential Homes Limited T/A Monkstone House,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,Liam George t/a Claremont Care Home,516.45
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,501.35
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218321,Waverley Care Centre Limited,909.98
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Anwen Care Limited t/a Anwen Care Home,690.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Baltimore Care Limited,508.51
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Baltimore Care Limited,527.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,534.62
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,David Austin t/a Silverdale,663.68
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.20
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Forge Care Homes Limited t/a The Forge Care Centre,549.58
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),628.66
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,784.67
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,1215.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Hebron Hall Limited,503.59
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,518.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,513.83
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,516.12
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Waverley Care Centre Limited,508.92
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Waverley Care Centre Limited,516.38
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Waverley Care Centre Limited,650.88
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Waverley Care Centre Limited,574.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,218419,Waverley Care Centre Limited,688.89
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Walter Standen T/A Standens Contract Hire,878.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,02-Oct-2018,217909,Walter Standen T/A Standens Contract Hire,840.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Oct-2018,260235,Walter Standen T/A Standens Contract Hire,2052.00
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,02-Oct-2018,260235,Walter Standen T/A Standens Contract Hire,798.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,02-Oct-2018,365789,Simon Lewis t/a Cowbridge and Vale Cars,1140.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,02-Oct-2018,365789,Simon Lewis t/a Cowbridge and Vale Cars,1235.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,02-Oct-2018,365789,Simon Lewis t/a Cowbridge and Vale Cars,515.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,02-Oct-2018,365790,Simon Lewis t/a Cowbridge and Vale Cars,850.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,02-Oct-2018,365790,Simon Lewis t/a Cowbridge and Vale Cars,900.00
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,02-Oct-2018,365790,Wayne Davies t/a Denway Travel,1445.00
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,02-Oct-2018,405100,Susan Shepherd t/a KKG Properties,519.25
DIRECT MANAGING DIRECTOR AND RESOURCES,GF CORPORATE POLICY MAKING,02-Oct-2018,460203,Cardiff & East Glamorgan Guide Association,1507.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,593.34
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,640.78
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,618.94
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,658.84
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,596.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,801.09
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,810.41
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,530.96
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,950.13
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,All Care (South Wales) Limited,512.33
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Annwyl Limited t/a Bluebird Care,655.25
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Annwyl Limited t/a Bluebird Care,666.68
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Annwyl Limited t/a Bluebird Care,722.50
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Annwyl Limited t/a Bluebird Care,608.80
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,730.93
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,715.42
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,724.65
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,731.18
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,637.71
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,538.31
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,595.62
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,622.72
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Care In Wales Limited T/A Care in the Vale,781.05
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,GJ Care & Training Limited,559.02
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,GJ Care & Training Limited,656.47
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,GJ Care & Training Limited,623.25
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,GJ Care & Training Limited,618.26
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,535.56
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,215489,Nestor Primecare Services Limited t/a Allied Healthcare,568.55
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,216179,All Care (South Wales) Limited,730.06
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,216179,All Care (South Wales) Limited,612.13
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,216179,All Care (South Wales) Limited,894.24
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,216179,All Care (South Wales) Limited,837.94
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,216179,Care In Wales Limited T/A Care in the Vale,822.80
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,217909,All Care (South Wales) Limited,505.29
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,217909,GJ Care & Training Limited,699.54
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,218321,GJ Care & Training Limited,571.20
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,218419,Annwyl Limited t/a Bluebird Care,625.01
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,218419,Care In Wales Limited T/A Care in the Vale,672.26
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,218419,Care In Wales Limited T/A Care in the Vale,666.69
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,218419,Care In Wales Limited T/A Care in the Vale,677.98
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,03-Oct-2018,102593,School Leadership Systems Limited,545.00
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Oct-2018,102636,Dwr Cymru Cyf,673.52
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Oct-2018,102636,Empowering Learning Limited,509.70
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Oct-2018,102636,Empowering Learning Limited,509.70
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Oct-2018,102636,Empowering Learning Limited,504.70
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Oct-2018,102636,Empowering Learning Limited,504.70
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Oct-2018,102801,CJ Contract Travel Services Limited,780.30
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,03-Oct-2018,103030,Academics Limited,1489.40
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,03-Oct-2018,120080,Bibliographic Data Services Limited,1435.00
DIRECT LEARNING AND SKILLS,CATERING,03-Oct-2018,150401,Brake Bros Limited,6204.26
DIRECT LEARNING AND SKILLS,CATERING,03-Oct-2018,150401,Castell Howell Foods Limited,9017.21
DIRECT LEARNING AND SKILLS,CATERING,03-Oct-2018,150401,WR Bishop (Tonyrefail) Limited,2414.89
DIRECT LEARNING AND SKILLS,CATERING,03-Oct-2018,150671,Brake Bros Limited,4150.41
DIRECT LEARNING AND SKILLS,CATERING,03-Oct-2018,150671,Castell Howell Foods Limited,3359.84
DIRECT LEARNING AND SKILLS,CATERING,03-Oct-2018,150671,Chapple & Jenkins Limited,2949.44
DIRECT LEARNING AND SKILLS,CATERING,03-Oct-2018,150671,Peter's Food Service Limited,531.14
DIRECT LEARNING AND SKILLS,GF CATERING,03-Oct-2018,157800,Castell Howell Foods Limited,2441.92
DIRECT LEARNING AND SKILLS,GF CATERING,03-Oct-2018,157800,DairyLink UK Limited,513.16
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,03-Oct-2018,190052,RT Safety Limited,600.00
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,03-Oct-2018,212791,Castell Howell Foods Limited,525.52
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03-Oct-2018,260130,PayPoint Payment Services Limited t/a CSGA Glamorgan,626.65
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03-Oct-2018,260140,PayPoint Payment Services Limited t/a CSGA Glamorgan,831.89
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,03-Oct-2018,260200,New Directions (Recruitment) Limited,700.00
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,03-Oct-2018,301060,G.P.H.I.T (Integrated Services) Limited,720.00
